OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
2, mujets, central, 1, 0, 2.4, 70, 80, 0, 1, "0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))" 
2, mujets, down, 1, 0, 2.4, 70, 80, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))-0.0282376)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, up, 1, 0, 2.4, 70, 80, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))+0.0282376)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, central, 1, 0, 2.4, 80, 100, 0, 1, "0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))" 
2, mujets, down, 1, 0, 2.4, 80, 100, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))-0.0317331)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, up, 1, 0, 2.4, 80, 100, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))+0.0317331)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, central, 1, 0, 2.4, 100, 120, 0, 1, "0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))" 
2, mujets, down, 1, 0, 2.4, 100, 120, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))-0.0277312)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, up, 1, 0, 2.4, 100, 120, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))+0.0277312)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, central, 1, 0, 2.4, 120, 160, 0, 1, "0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))" 
2, mujets, down, 1, 0, 2.4, 120, 160, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))-0.0243638)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, up, 1, 0, 2.4, 120, 160, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))+0.0243638)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, central, 1, 0, 2.4, 160, 210, 0, 1, "0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))" 
2, mujets, down, 1, 0, 2.4, 160, 210, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))-0.0321875)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, up, 1, 0, 2.4, 160, 210, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))+0.0321875)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, central, 1, 0, 2.4, 210, 260, 0, 1, "0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))" 
2, mujets, down, 1, 0, 2.4, 210, 260, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))-0.0260112)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, up, 1, 0, 2.4, 210, 260, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))+0.0260112)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, central, 1, 0, 2.4, 260, 320, 0, 1, "0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))" 
2, mujets, down, 1, 0, 2.4, 260, 320, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))-0.030548)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, up, 1, 0, 2.4, 260, 320, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))+0.030548)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, central, 1, 0, 2.4, 320, 400, 0, 1, "0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))" 
2, mujets, down, 1, 0, 2.4, 320, 400, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))-0.026805)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, up, 1, 0, 2.4, 320, 400, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))+0.026805)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, central, 1, 0, 2.4, 400, 500, 0, 1, "0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))" 
2, mujets, down, 1, 0, 2.4, 400, 500, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))-0.042106)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, up, 1, 0, 2.4, 400, 500, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))+0.042106)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, central, 1, 0, 2.4, 500, 600, 0, 1, "0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))" 
2, mujets, down, 1, 0, 2.4, 500, 600, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))-0.053241)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, up, 1, 0, 2.4, 500, 600, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))+0.053241)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, central, 1, 0, 2.4, 600, 800, 0, 1, "0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))" 
2, mujets, down, 1, 0, 2.4, 600, 800, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))-0.050621)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
2, mujets, up, 1, 0, 2.4, 600, 800, 0, 1, "2*(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x)))+0.050621)-(0.671344*((1.+(0.111537*x))/(1.+(0.0796576*x))))" 
