OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
2, mujets, up, 0, 0.0, 2.4, 210.0, 260.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) + 0.0391758
2, mujets, down, 0, 0.0, 2.4, 210.0, 260.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) - 0.0391758
2, mujets, central, 0, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x)))
2, mujets, up, 0, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) + 0.0406139
2, mujets, down, 0, 0.0, 2.4, 260.0, 320.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) - 0.0406139
2, mujets, central, 0, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x)))
2, mujets, up, 0, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) + 0.0485344
2, mujets, down, 0, 0.0, 2.4, 320.0, 400.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) - 0.0485344
2, mujets, central, 0, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x)))
2, mujets, up, 0, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) + 0.0604263
2, mujets, down, 0, 0.0, 2.4, 400.0, 500.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) - 0.0604263
2, mujets, central, 0, 0.0, 2.4, 500.0, 600.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x)))
2, mujets, up, 0, 0.0, 2.4, 500.0, 600.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) + 0.113572
2, mujets, down, 0, 0.0, 2.4, 500.0, 600.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) - 0.113572
